,YEAR,MONTH,DAY,HOURS,MINUTES,LATITUDE,LONGITUDE,MAGNITUDE
129391,2012,3,16,15,31,39.31,26.13,2.6
129400,2012,3,16,17,0,38.68,21.29,2.6
129461,2012,3,17,16,53,35.81,26.84,2.6
129523,2012,3,18,10,22,36.02,27.26,2.9
129528,2012,3,18,11,43,40.78,21.34,2.9
129536,2012,3,18,14,53,39.11,21.77,3.4
129546,2012,3,18,17,18,38.6,21.7,2.8
129614,2012,3,19,18,3,34.78,24.11,3.1
129651,2012,3,20,1,46,35.24,23.96,3.8
129684,2012,3,20,12,28,36.73,21.91,2.6
129695,2012,3,20,14,20,38.49,25.58,2.6
129698,2012,3,20,15,7,40.14,24.06,2.7
129702,2012,3,20,16,41,38.19,20.53,2.9
129708,2012,3,20,18,50,38.18,20.49,3.0
129731,2012,3,20,23,51,36.05,24.4,4.6
129760,2012,3,21,5,50,38.61,21.71,3.8
129763,2012,3,21,6,12,38.63,21.71,2.6
129764,2012,3,21,6,16,38.62,21.7,2.9
129786,2012,3,21,11,44,37.14,22.05,2.6
129817,2012,3,21,22,32,38.28,20.43,2.9
129835,2012,3,22,0,38,35.49,26.1,4.1
129837,2012,3,22,1,5,36.08,25.12,2.7
129852,2012,3,22,6,22,35.45,26.08,2.7
129856,2012,3,22,7,32,36.04,25.01,3.0
129874,2012,3,22,11,28,36.9,27.38,2.9
129878,2012,3,22,13,3,38.61,21.69,2.7
129896,2012,3,22,20,6,40.36,22.79,2.6
129901,2012,3,22,21,35,35.0,25.1,2.8
129928,2012,3,23,6,54,40.33,25.24,2.8
129942,2012,3,23,8,46,40.32,25.22,2.8
129945,2012,3,23,9,16,36.09,25.1,2.9
129961,2012,3,23,12,56,37.15,26.73,2.8
129974,2012,3,23,15,38,39.22,23.22,2.6
129993,2012,3,23,19,19,37.17,26.66,2.8
130038,2012,3,24,5,55,35.92,24.05,3.9
130054,2012,3,24,11,55,35.5,26.09,2.9
130119,2012,3,25,1,12,36.06,25.12,2.6
130134,2012,3,25,4,46,39.45,20.48,4.3
130154,2012,3,25,11,36,40.05,21.24,2.6
130163,2012,3,25,17,52,36.38,27.68,3.3
130204,2012,3,26,5,8,40.1,24.09,2.6
130217,2012,3,26,12,33,35.6,26.4,3.2
130252,2012,3,27,0,59,34.9,25.34,3.1
130263,2012,3,27,5,48,39.03,24.41,2.6
130272,2012,3,27,9,56,40.06,21.25,2.8
130291,2012,3,27,15,43,35.63,25.34,2.8
130301,2012,3,27,19,32,40.78,21.22,3.2
130324,2012,3,28,0,9,40.31,25.21,2.6
130327,2012,3,28,0,20,40.28,25.23,3.0
130365,2012,3,28,8,56,35.44,27.04,3.3
130399,2012,3,28,19,47,38.42,21.83,3.6
130403,2012,3,28,20,58,35.26,26.81,3.0
130443,2012,3,29,13,14,39.98,19.61,2.9
130444,2012,3,29,13,15,37.83,21.13,3.0
130455,2012,3,29,18,11,36.13,27.48,2.6
130456,2012,3,29,19,48,36.18,25.4,2.8
130458,2012,3,29,20,17,40.17,24.02,3.1
130462,2012,3,29,20,44,38.27,22.15,2.6
130564,2012,3,31,22,56,35.63,27.05,3.0
130579,2012,4,1,5,18,38.1,23.78,3.0
130608,2012,4,1,19,23,38.39,22.01,2.7
130618,2012,4,1,22,13,39.2,20.8,3.1
130622,2012,4,1,23,18,39.31,26.05,2.7
130685,2012,4,2,22,19,39.89,23.33,2.7
130706,2012,4,3,2,18,37.76,26.88,2.7
130711,2012,4,3,3,59,36.23,25.41,3.0
130749,2012,4,3,19,54,38.17,21.72,2.9
130769,2012,4,4,1,45,38.07,21.58,3.4
130785,2012,4,4,10,13,36.21,25.4,2.7
130786,2012,4,4,10,21,40.17,24.01,3.4
130883,2012,4,5,18,30,36.36,22.88,2.7
130930,2012,4,6,10,0,40.35,25.61,2.6
130932,2012,4,6,11,0,37.16,23.06,2.8
130962,2012,4,6,19,40,36.13,23.34,2.6
130971,2012,4,6,21,31,34.98,26.33,3.7
131005,2012,4,7,8,39,39.66,20.37,2.9
131021,2012,4,7,15,13,38.88,24.12,2.9
131029,2012,4,7,17,55,37.64,26.84,3.0
131045,2012,4,8,2,10,36.92,21.57,2.8
131073,2012,4,8,22,16,36.95,23.18,2.6
131108,2012,4,9,11,20,35.8,27.02,2.8
131132,2012,4,9,17,52,34.96,25.02,2.7
131142,2012,4,9,21,30,34.84,24.14,2.7
131148,2012,4,9,23,10,38.07,21.56,2.8
131239,2012,4,11,6,18,39.67,20.4,3.7
131240,2012,4,11,6,21,39.67,20.35,3.2
131243,2012,4,11,6,33,39.69,20.37,2.9
131271,2012,4,11,20,31,36.8,26.06,2.9
131283,2012,4,12,0,55,36.07,25.04,2.7
131305,2012,4,12,7,38,38.76,22.86,2.6
131341,2012,4,12,20,7,36.98,22.1,3.3
131349,2012,4,12,22,55,37.72,21.26,2.7
131351,2012,4,12,23,4,37.77,21.3,2.8
131396,2012,4,13,18,42,34.86,24.78,2.6
131414,2012,4,14,3,56,39.05,23.28,2.8
131429,2012,4,14,20,19,38.11,22.71,3.3
131442,2012,4,15,2,5,40.14,24.05,3.5
131483,2012,4,16,0,42,35.74,23.63,2.9
131492,2012,4,16,3,19,38.3,22.13,2.9
131493,2012,4,16,3,37,36.08,25.05,2.8
131503,2012,4,16,8,40,38.3,22.14,3.6
131505,2012,4,16,8,54,38.29,22.12,2.9
131509,2012,4,16,9,31,36.69,25.73,3.1
131510,2012,4,16,9,41,38.29,22.12,2.6
131514,2012,4,16,11,15,38.6,21.69,2.6
131518,2012,4,16,12,12,36.71,21.61,3.1
131522,2012,4,16,12,47,38.3,22.13,3.0
131531,2012,4,16,15,6,36.66,21.67,4.4
131551,2012,4,16,21,12,34.86,24.08,2.7
131564,2012,4,16,23,53,36.07,25.01,2.7
131593,2012,4,17,10,0,36.17,25.43,2.7
131617,2012,4,17,20,23,37.81,26.61,3.0
131632,2012,4,18,0,8,38.84,21.9,2.7
131633,2012,4,18,0,28,39.11,25.99,2.6
131654,2012,4,18,13,13,35.67,27.13,2.7
131665,2012,4,18,18,27,34.83,24.02,2.7
131668,2012,4,18,18,54,37.68,21.21,2.6
131674,2012,4,18,22,49,38.88,20.62,3.0
131700,2012,4,19,16,26,38.91,20.63,3.5
131714,2012,4,19,23,36,37.75,26.81,2.8
131737,2012,4,20,8,35,39.29,22.16,2.6
131749,2012,4,20,17,12,35.01,26.33,3.2
131757,2012,4,20,20,25,40.15,24.06,2.8
131778,2012,4,21,10,7,38.57,20.98,2.6
131844,2012,4,22,8,16,35.65,26.95,2.8
131881,2012,4,22,20,10,38.8,25.73,2.6
131917,2012,4,23,6,5,38.2,22.6,2.7
131920,2012,4,23,6,28,36.09,25.14,3.8
131926,2012,4,23,7,51,38.51,20.56,2.6
131946,2012,4,23,13,57,39.3,25.99,2.8
131961,2012,4,23,17,34,40.15,21.62,3.6
131984,2012,4,23,22,15,34.94,25.35,4.5
131986,2012,4,23,22,47,37.32,23.25,2.7
132051,2012,4,24,20,26,37.75,21.93,2.8
132066,2012,4,25,1,26,37.47,21.69,2.6
132070,2012,4,25,3,26,35.03,24.57,2.7
132082,2012,4,25,10,6,40.18,24.98,3.9
132083,2012,4,25,10,34,38.42,22.0,4.3
132096,2012,4,25,12,58,38.39,22.0,2.7
132153,2012,4,26,6,50,37.78,26.86,3.1
132183,2012,4,26,21,3,34.75,24.0,3.0
132219,2012,4,27,3,37,38.41,23.92,2.8
132241,2012,4,27,12,26,37.85,21.36,2.8
132242,2012,4,27,12,26,37.85,21.36,2.8
132243,2012,4,27,12,28,39.37,23.66,2.9
132245,2012,4,27,12,34,38.42,20.45,2.8
132291,2012,4,28,0,6,38.97,21.87,2.6
132317,2012,4,28,6,28,38.33,21.7,2.7
132321,2012,4,28,9,13,36.68,21.66,2.9
132354,2012,4,28,22,17,36.09,25.04,2.8
132388,2012,4,29,7,17,36.08,25.06,2.9
132448,2012,4,30,3,29,40.12,24.07,2.6
132453,2012,4,30,6,45,37.24,26.76,2.9
132469,2012,4,30,15,23,36.08,25.07,4.0
132530,2012,5,1,15,33,38.89,23.66,2.6
132613,2012,5,2,6,10,40.55,23.89,3.1
132615,2012,5,2,6,13,40.56,23.92,3.4
132617,2012,5,2,6,23,40.56,23.92,3.3
132628,2012,5,2,8,32,35.11,23.98,2.8
132629,2012,5,2,8,34,35.14,24.05,2.8
132660,2012,5,2,20,45,38.12,22.11,2.7
132686,2012,5,3,2,18,34.83,24.21,2.7
132690,2012,5,3,5,23,39.09,22.53,3.0
132722,2012,5,3,15,17,37.79,21.06,3.3
132732,2012,5,3,19,40,37.79,21.05,3.7
132743,2012,5,4,0,9,38.62,21.71,2.9
132768,2012,5,4,9,27,38.81,21.67,2.6
132785,2012,5,4,17,36,35.44,26.84,2.8
132789,2012,5,4,19,33,36.59,23.34,2.6
132843,2012,5,5,16,19,38.39,21.88,2.8
132874,2012,5,6,5,43,35.59,26.85,2.9
132879,2012,5,6,6,38,38.11,20.4,2.8
132890,2012,5,6,10,54,37.09,22.09,2.8
132938,2012,5,7,0,20,38.42,21.83,2.6
132962,2012,5,7,6,35,38.13,23.24,2.7
132964,2012,5,7,7,11,34.84,24.08,2.6
132989,2012,5,7,14,6,35.1,24.52,2.7
133024,2012,5,7,23,35,35.51,25.75,3.2
133063,2012,5,8,7,54,37.9,22.68,2.8
133109,2012,5,8,21,26,34.94,26.18,2.9
133125,2012,5,9,0,1,35.43,25.3,3.2
133152,2012,5,9,6,4,39.2,20.76,2.6
133168,2012,5,9,15,13,39.21,20.77,3.0
133185,2012,5,9,18,39,38.05,26.13,2.6
133187,2012,5,9,18,52,39.22,20.77,3.3
133223,2012,5,10,1,43,38.05,26.18,2.9
133251,2012,5,10,8,43,39.21,20.76,3.2
133252,2012,5,10,8,45,39.21,20.76,3.8
133253,2012,5,10,8,50,39.22,20.78,2.6
133263,2012,5,10,10,26,35.96,26.84,2.7
133268,2012,5,10,11,14,35.94,26.8,2.7
133278,2012,5,10,12,39,39.23,20.76,3.0
133290,2012,5,10,15,17,36.09,25.13,3.0
133297,2012,5,10,17,10,39.2,20.79,2.8
133317,2012,5,10,22,40,41.23,25.68,2.6
133318,2012,5,10,22,56,38.84,23.45,2.8
133334,2012,5,11,0,35,39.24,20.71,3.0
133344,2012,5,11,2,36,38.44,25.23,2.7
133365,2012,5,11,14,41,39.21,20.75,2.7
133367,2012,5,11,15,25,35.41,25.03,3.1
133370,2012,5,11,16,36,37.86,21.08,2.8
133378,2012,5,11,19,37,36.11,25.15,2.6
133391,2012,5,11,23,14,38.11,25.7,2.6
133413,2012,5,12,8,26,39.22,20.75,2.6
133416,2012,5,12,8,57,36.13,25.18,2.9
133431,2012,5,12,15,46,39.21,20.73,3.2
133432,2012,5,12,15,49,39.2,20.75,2.9
133433,2012,5,12,16,6,39.21,20.75,2.8
133443,2012,5,12,18,12,36.0,26.82,2.8
133449,2012,5,12,19,58,40.15,23.97,2.6
133451,2012,5,12,20,46,40.15,24.01,3.6
133452,2012,5,12,20,52,40.15,23.98,2.6
133462,2012,5,12,22,48,40.57,22.85,4.1
133548,2012,5,13,17,50,35.57,27.0,3.6
133566,2012,5,13,22,57,34.82,24.21,3.0
133568,2012,5,13,23,8,34.79,24.18,2.8
133603,2012,5,14,8,3,36.86,23.68,3.7
133634,2012,5,14,17,35,38.5,22.35,2.8
133648,2012,5,14,21,13,35.52,26.41,3.4
133673,2012,5,15,4,0,35.52,26.36,2.7
133678,2012,5,15,7,23,39.21,20.76,3.0
133682,2012,5,15,7,46,39.23,20.77,2.6
133690,2012,5,15,9,57,39.19,20.77,3.1
133692,2012,5,15,10,10,39.2,20.76,2.6
133731,2012,5,16,0,0,37.81,22.91,3.1
133732,2012,5,16,0,6,39.22,20.77,3.5
133764,2012,5,16,8,35,36.67,27.13,3.1
133814,2012,5,17,1,45,36.36,25.56,3.1
133815,2012,5,17,1,50,37.76,26.79,2.8
133822,2012,5,17,5,36,39.06,23.49,2.6
133824,2012,5,17,6,28,39.7,20.37,3.1
133826,2012,5,17,6,39,40.56,22.85,2.6
133835,2012,5,17,9,41,35.81,27.02,4.0
133845,2012,5,17,12,59,35.44,27.22,3.3
133846,2012,5,17,13,1,35.46,27.18,3.4
133869,2012,5,17,21,22,39.21,20.8,3.6
133873,2012,5,17,22,17,37.38,21.6,2.7
133919,2012,5,18,15,59,39.03,25.93,2.8
133922,2012,5,18,16,40,38.81,21.88,2.7
133926,2012,5,18,17,22,36.53,27.1,2.8
133943,2012,5,18,22,2,40.62,22.47,2.7
133977,2012,5,19,4,41,38.22,20.46,2.8
133995,2012,5,19,11,20,40.15,24.05,2.6
134007,2012,5,19,14,5,40.13,24.04,2.9
134025,2012,5,19,19,52,39.6,21.9,3.0
134066,2012,5,20,9,14,39.2,20.78,3.1
134087,2012,5,20,15,15,37.16,22.04,2.8
134157,2012,5,21,6,38,39.22,20.76,2.9
134175,2012,5,21,13,31,35.11,25.87,2.7
134201,2012,5,21,22,55,35.54,26.3,2.8
134226,2012,5,22,9,4,35.51,26.96,2.6
134248,2012,5,22,21,20,38.42,21.93,2.8
134250,2012,5,22,21,46,39.23,20.76,2.6
134267,2012,5,23,1,46,39.22,20.77,3.8
134317,2012,5,23,23,37,36.08,27.0,3.1
134345,2012,5,24,9,27,39.21,20.75,3.1
134352,2012,5,24,12,11,36.45,27.91,3.4
134411,2012,5,25,9,30,37.8,21.38,3.2
134412,2012,5,25,9,55,36.11,25.14,2.8
134440,2012,5,25,18,0,38.12,21.65,2.8
134457,2012,5,25,23,10,34.81,24.05,2.8
134459,2012,5,25,23,23,34.81,24.04,2.9
134469,2012,5,26,0,38,37.87,21.44,3.0
134470,2012,5,26,0,42,37.88,21.44,3.1
134484,2012,5,26,5,29,39.01,25.98,3.3
134485,2012,5,26,5,48,38.4,22.34,2.6
134488,2012,5,26,7,59,35.56,26.68,2.7
134583,2012,5,27,10,21,40.61,22.44,3.0
134593,2012,5,27,13,11,34.86,24.2,3.5
134643,2012,5,28,4,43,35.51,26.33,2.9
134647,2012,5,28,6,7,38.8,22.13,2.6
134670,2012,5,28,14,20,35.74,23.91,2.7
134678,2012,5,28,15,44,37.99,21.55,4.3
134679,2012,5,28,15,46,37.98,21.54,3.2
134682,2012,5,28,15,57,37.97,21.52,2.6
134683,2012,5,28,16,2,37.99,21.53,2.8
134684,2012,5,28,16,21,37.97,21.53,2.9
134690,2012,5,28,17,18,35.2,25.73,2.6
134698,2012,5,28,18,17,35.21,25.72,2.9
134700,2012,5,28,18,19,35.18,25.73,2.9
134715,2012,5,28,20,47,35.2,25.72,3.2
134726,2012,5,28,23,18,38.19,21.9,3.3
134739,2012,5,29,1,29,36.66,25.68,2.8
134757,2012,5,29,4,58,38.28,21.44,3.3
134768,2012,5,29,8,24,34.91,24.75,3.6
134819,2012,5,30,0,33,39.16,25.36,3.1
134840,2012,5,30,4,7,37.73,26.81,2.9
134841,2012,5,30,4,17,37.74,26.8,2.8
134843,2012,5,30,5,22,39.22,20.75,2.8
134849,2012,5,30,7,42,39.23,20.76,3.3
134854,2012,5,30,8,37,35.17,25.73,2.7
134855,2012,5,30,8,45,35.18,25.73,2.9
134862,2012,5,30,10,3,40.13,24.07,2.6
134873,2012,5,30,13,20,39.22,20.75,2.9
134880,2012,5,30,16,17,40.13,24.07,2.7
134931,2012,5,31,2,13,35.18,25.71,3.1
134949,2012,5,31,4,56,40.13,24.09,3.1
134952,2012,5,31,5,9,35.2,25.72,3.2
134960,2012,5,31,6,11,36.33,22.54,2.7
134969,2012,5,31,8,11,36.33,23.09,3.2
134974,2012,5,31,10,0,34.93,26.17,2.6
134977,2012,5,31,10,37,40.13,24.08,2.8
134980,2012,5,31,11,37,35.18,25.71,3.1
134993,2012,5,31,17,25,40.13,24.09,3.0
134997,2012,5,31,18,53,36.1,27.81,2.6
135009,2012,5,31,21,14,37.9,26.57,2.7
135100,2012,6,2,0,11,39.01,21.46,3.2
135156,2012,6,2,17,31,38.4,20.45,3.6
135187,2012,6,3,1,5,36.05,24.93,2.8
135221,2012,6,3,10,0,37.33,22.04,2.7
135263,2012,6,3,20,11,39.36,26.14,2.7
135270,2012,6,3,20,45,39.69,21.6,3.2
135295,2012,6,4,2,38,40.18,24.02,2.9
135318,2012,6,4,15,44,37.4,23.56,2.8
135359,2012,6,5,9,15,35.63,26.58,2.9
135372,2012,6,5,13,35,37.76,26.77,3.0
135373,2012,6,5,13,47,37.74,26.75,2.7
135377,2012,6,5,14,48,39.2,20.75,2.9
135378,2012,6,5,15,4,39.19,20.76,3.0
135386,2012,6,5,18,24,37.45,22.01,2.6
135390,2012,6,5,20,39,37.77,26.79,2.7
135392,2012,6,5,20,58,37.74,26.78,2.6
135393,2012,6,5,21,2,39.23,20.74,3.6
135403,2012,6,5,22,56,37.78,26.77,3.0
135405,2012,6,5,23,42,37.78,26.76,3.3
135425,2012,6,6,7,3,37.75,26.81,3.2
135437,2012,6,6,10,56,40.31,24.15,2.9
135447,2012,6,6,15,26,39.59,24.74,2.6
135490,2012,6,7,7,47,40.05,22.38,3.1
135562,2012,6,8,3,22,37.55,22.23,2.7
135578,2012,6,8,8,20,37.55,22.23,2.8
135590,2012,6,8,11,46,39.55,23.51,3.6
135591,2012,6,8,11,57,38.82,26.39,3.9
135595,2012,6,8,12,29,38.87,26.54,2.8
135610,2012,6,8,17,49,39.54,23.56,2.8
135695,2012,6,9,17,52,36.31,23.42,3.7
135707,2012,6,9,20,31,36.33,23.44,3.1
135744,2012,6,10,5,13,36.15,23.31,2.7
135750,2012,6,10,7,23,38.31,21.63,2.9
135793,2012,6,10,19,59,37.76,26.79,3.0
135835,2012,6,11,9,12,37.85,21.1,3.1
135891,2012,6,12,7,47,37.83,26.91,2.8
135951,2012,6,12,19,53,36.69,25.85,2.8
136036,2012,6,13,19,27,38.04,21.56,3.8
136037,2012,6,13,19,31,34.92,25.64,3.0
136046,2012,6,13,20,28,37.84,21.44,3.0
136078,2012,6,14,5,19,34.9,25.82,2.6
136089,2012,6,14,10,59,38.16,21.21,2.6
136115,2012,6,14,20,13,39.19,20.76,2.7
136140,2012,6,15,9,58,39.04,21.09,2.9
136162,2012,6,15,16,54,35.03,25.26,2.6
136197,2012,6,16,11,51,39.21,20.76,2.8
136258,2012,6,17,12,20,37.69,21.69,2.7
136277,2012,6,17,19,20,40.54,21.64,4.2
136300,2012,6,18,4,10,38.54,21.54,2.6
136308,2012,6,18,9,11,37.86,21.13,2.9
136312,2012,6,18,11,43,37.53,21.81,3.0
136314,2012,6,18,12,43,38.07,23.47,2.6
136332,2012,6,18,21,39,38.05,26.19,3.0
136412,2012,6,20,9,38,37.73,26.72,3.1
136414,2012,6,20,13,28,37.74,26.76,2.6
136418,2012,6,20,14,29,39.29,20.96,2.8
136448,2012,6,21,7,57,36.9,22.11,2.7
136481,2012,6,21,18,3,38.3,22.1,2.7
136505,2012,6,21,23,26,36.53,27.11,3.3
136519,2012,6,22,1,57,37.39,27.02,2.8
136525,2012,6,22,3,25,40.29,25.58,3.0
136563,2012,6,22,21,1,35.82,27.04,2.9
136575,2012,6,23,0,43,38.34,22.27,2.7
136587,2012,6,23,6,7,37.75,26.79,2.9
136592,2012,6,23,9,43,38.85,26.35,2.9
136604,2012,6,23,17,52,38.16,22.04,4.7
136669,2012,6,24,14,2,37.22,23.22,3.0
136718,2012,6,25,6,48,38.39,21.93,3.4
136720,2012,6,25,7,18,38.29,22.11,2.8
136721,2012,6,25,7,46,36.35,23.18,3.4
136731,2012,6,25,12,43,38.39,21.92,2.8
136740,2012,6,25,15,0,36.74,26.71,2.7
136761,2012,6,25,22,41,39.28,23.15,2.6
136783,2012,6,26,4,55,37.81,21.22,2.8
136808,2012,6,26,14,18,40.65,22.5,2.7
136814,2012,6,26,16,40,36.49,26.88,2.7
136824,2012,6,26,19,22,35.01,25.77,2.7
136840,2012,6,26,22,53,34.89,25.22,3.4
136846,2012,6,27,0,10,38.05,25.6,2.8
136937,2012,6,28,13,11,39.01,23.17,4.3
136960,2012,6,28,17,34,36.16,23.79,3.6
137009,2012,6,29,9,25,38.1,22.02,2.8
137021,2012,6,29,11,54,34.94,25.24,2.6
137028,2012,6,29,13,37,39.01,23.13,2.7
137043,2012,6,29,19,24,38.28,22.14,2.7
137096,2012,6,30,14,42,36.09,27.82,2.8
137103,2012,6,30,18,33,37.74,26.86,2.6
137128,2012,7,1,3,11,37.9,20.98,3.3
137145,2012,7,1,11,29,39.18,21.6,3.0
137149,2012,7,1,12,43,36.55,26.54,2.6
137152,2012,7,1,14,54,38.43,21.86,2.7
137176,2012,7,1,22,34,38.03,25.6,2.6
137183,2012,7,2,0,39,38.36,22.86,2.6
137188,2012,7,2,1,48,34.95,24.5,2.6
137202,2012,7,2,9,33,39.17,26.57,2.8
137210,2012,7,2,14,15,39.16,26.53,2.6
137212,2012,7,2,15,39,38.81,23.44,2.8
137216,2012,7,2,16,46,35.0,26.35,2.7
137221,2012,7,2,20,6,39.15,26.44,2.6
137268,2012,7,3,20,39,37.9,20.93,3.0
137276,2012,7,3,23,10,34.78,24.02,2.8
137288,2012,7,4,3,13,40.78,21.39,2.6
137292,2012,7,4,5,11,37.25,21.0,3.4
137307,2012,7,4,10,43,35.71,24.42,2.8
137310,2012,7,4,13,18,35.97,25.8,2.7
137313,2012,7,4,14,34,34.95,24.78,3.2
137327,2012,7,4,21,52,36.57,25.66,3.0
137349,2012,7,5,2,13,40.44,21.47,3.2
137369,2012,7,5,8,21,35.98,25.87,2.7
137418,2012,7,5,23,16,38.34,22.26,2.6
137436,2012,7,6,2,1,37.77,26.76,3.1
137440,2012,7,6,5,17,35.53,23.45,3.7
137446,2012,7,6,8,21,37.84,21.47,2.9
137448,2012,7,6,8,49,35.5,23.43,3.4
137449,2012,7,6,9,16,37.77,26.84,2.6
137452,2012,7,6,11,24,38.51,21.53,3.1
137456,2012,7,6,13,2,37.62,26.7,2.6
137474,2012,7,6,22,16,40.06,24.8,2.9
137496,2012,7,7,7,51,36.44,26.81,3.9
137640,2012,7,9,20,59,38.72,22.46,2.7
137720,2012,7,10,21,33,36.95,21.48,2.8
137730,2012,7,11,1,5,39.07,21.71,2.7
137741,2012,7,11,8,0,38.15,20.74,2.6
137742,2012,7,11,8,58,34.78,23.99,2.6
137763,2012,7,11,19,51,37.78,26.76,3.1
137791,2012,7,12,1,36,39.99,20.52,2.6
137803,2012,7,12,6,7,39.99,20.49,2.6
137950,2012,7,14,15,50,36.7,22.91,2.7
137982,2012,7,15,3,34,36.58,26.99,3.6
138013,2012,7,15,13,38,38.28,22.35,2.7
138016,2012,7,15,16,46,39.59,25.41,2.6
138074,2012,7,16,12,4,38.04,25.66,3.2
138090,2012,7,16,20,26,38.39,22.02,3.0
138098,2012,7,16,22,53,39.62,21.89,2.6
138117,2012,7,17,7,55,35.9,26.54,3.0
138128,2012,7,17,13,5,39.07,22.54,3.0
138131,2012,7,17,14,5,35.95,24.49,3.1
138135,2012,7,17,18,2,35.02,26.31,2.6
138167,2012,7,18,17,36,39.39,25.57,2.9
138204,2012,7,19,5,14,36.04,25.07,2.7
138210,2012,7,19,7,45,38.09,25.73,2.6
138214,2012,7,19,9,35,38.08,20.44,2.8
138276,2012,7,20,13,48,35.31,23.5,2.7
138309,2012,7,21,0,8,37.61,21.78,2.6
138349,2012,7,21,20,44,36.63,26.92,3.9
138373,2012,7,22,3,26,38.32,25.17,2.9
138383,2012,7,22,6,17,35.0,25.84,3.7
138419,2012,7,22,19,47,38.94,21.27,2.7
138424,2012,7,22,22,10,41.3,22.76,2.9
138451,2012,7,23,11,56,37.75,21.34,2.8
138503,2012,7,24,4,16,37.7,20.8,3.0
138540,2012,7,25,0,53,39.23,22.21,2.6
138548,2012,7,25,5,51,36.69,25.73,3.3
138605,2012,7,26,9,16,38.41,21.88,3.2
138615,2012,7,26,15,38,36.92,25.93,2.6
138630,2012,7,26,20,14,34.81,24.0,2.6
138654,2012,7,27,9,44,36.58,27.18,3.4
138690,2012,7,27,22,16,39.03,25.76,2.9
138720,2012,7,28,8,58,37.71,20.89,2.6
138743,2012,7,28,17,25,35.69,25.23,2.6
138744,2012,7,28,17,33,37.83,26.13,2.9
138780,2012,7,29,7,15,36.59,26.65,2.8
138808,2012,7,30,0,31,37.08,26.62,2.6
138812,2012,7,30,1,59,37.8,26.68,2.8
138824,2012,7,30,6,1,37.93,26.69,3.0
138825,2012,7,30,6,2,37.84,26.69,3.2
138826,2012,7,30,6,4,37.79,26.67,2.6
138827,2012,7,30,6,4,37.87,26.7,2.7
138828,2012,7,30,6,35,37.82,26.67,2.8
138831,2012,7,30,7,13,37.82,26.7,3.1
138832,2012,7,30,7,19,37.84,26.66,2.9
138836,2012,7,30,9,18,37.9,26.72,2.6
138837,2012,7,30,9,19,37.87,26.77,2.6
138840,2012,7,30,9,44,37.84,26.71,2.6
138851,2012,7,30,11,44,37.82,26.68,2.6
138854,2012,7,30,13,7,37.85,26.76,3.1
138865,2012,7,30,21,9,37.79,26.66,2.7
138913,2012,7,31,15,13,38.81,21.29,3.4
138931,2012,7,31,23,55,39.05,25.76,3.7
138934,2012,8,1,0,33,39.02,25.77,2.9
138940,2012,8,1,2,22,35.16,23.8,3.1
138947,2012,8,1,6,24,38.22,25.57,2.9
138950,2012,8,1,6,49,37.83,26.66,2.9
138961,2012,8,1,9,7,38.94,26.22,2.7
138969,2012,8,1,12,1,37.96,22.2,3.0
138974,2012,8,1,18,12,34.92,25.86,2.8
139021,2012,8,2,10,30,39.27,23.72,4.1
139023,2012,8,2,10,41,39.26,23.72,2.7
139046,2012,8,2,21,47,38.92,21.26,2.9
139047,2012,8,2,21,52,37.01,21.99,2.8
139049,2012,8,2,22,8,37.59,22.75,3.0
139051,2012,8,2,22,47,37.02,23.88,3.2
139083,2012,8,3,6,38,37.84,26.71,2.7
139087,2012,8,3,7,26,37.88,26.75,3.4
139112,2012,8,3,21,12,37.95,20.61,2.8
139137,2012,8,4,4,46,38.39,21.9,2.9
139226,2012,8,5,12,44,38.1,21.97,3.4
139237,2012,8,5,16,52,38.11,21.94,3.2
139242,2012,8,5,18,20,34.93,25.91,3.4
139262,2012,8,6,2,51,37.8,26.71,2.9
139287,2012,8,6,15,22,38.75,24.83,4.1
139309,2012,8,7,2,40,39.23,20.75,2.7
139320,2012,8,7,7,30,34.83,24.76,2.8
139346,2012,8,7,16,9,35.22,25.96,2.8
139352,2012,8,7,17,13,38.73,24.8,2.7
139362,2012,8,7,23,13,39.15,22.36,2.6
139383,2012,8,8,6,14,35.82,27.04,2.7
139418,2012,8,8,22,57,39.16,22.37,3.1
139423,2012,8,9,0,43,40.05,21.87,2.7
139482,2012,8,10,9,48,37.51,21.94,3.1
139489,2012,8,10,13,26,37.91,26.72,2.9
139490,2012,8,10,13,32,34.8,24.18,3.7
139493,2012,8,10,14,45,34.86,24.23,3.0
139501,2012,8,10,18,2,39.88,20.86,2.9
139503,2012,8,10,19,7,39.28,20.61,3.9
139508,2012,8,10,20,43,37.85,26.78,3.0
139509,2012,8,10,20,50,37.84,26.71,2.7
139512,2012,8,10,22,54,35.47,27.29,3.4
139519,2012,8,11,0,20,36.05,27.03,2.6
139533,2012,8,11,5,42,39.3,20.61,2.6
139537,2012,8,11,8,13,39.73,21.16,2.7
139540,2012,8,11,9,51,38.06,20.47,2.7
139543,2012,8,11,13,47,39.15,20.57,2.6
139553,2012,8,11,21,54,37.68,20.84,3.9
139559,2012,8,11,23,14,37.41,22.2,2.8
139563,2012,8,11,23,40,35.72,26.46,2.9
139569,2012,8,12,1,34,36.58,26.71,2.6
139592,2012,8,12,17,26,38.29,22.11,3.1
139601,2012,8,12,20,22,38.29,22.11,2.9
139637,2012,8,13,21,0,35.95,24.5,3.0
